# Created by Octave 6.4.0, Thu Apr 07 20:49:10 2022 GMT <unknown@himayaa91>
# name: u22
# type: matrix
# rows: 22
# columns: 22
 0 492.08839004173012 466.08019302307008 312.09125096000508 1071.7436729531375 748.53370372864981 656.08668678970037 134.62078892547848 1039.6114858095725 726.50546671827158 2314.8926484837325 479.94712198694083 448.11454089569901 496.3074559984683 619.21984381496452 183.26654276879185 342.94671593236728 323.85409309050692 688.15483282246703 604.52747437211565 596.82678760119518 186.52925145189266
 492.08839004173012 0 126.47063242910572 416.30532536596866 1555.3060283450425 1237.904795592822 1132.4721237885199 536.07529041935152 1466.9570972962513 1139.9313822462616 2791.7820912831726 956.12614955026254 933.42225813383561 987.36443245603118 1103.7390658728182 602.25499334196184 191.93472374572642 452.12991981498971 1117.3122272933131 1034.4241196433657 1023.7278873706158 414.13252673710525
 466.08019302307008 126.47063242910572 0 473.82031550984789 1536.4694706074022 1194.4939460073622 1075.4388088042253 539.64357178585715 1383.2444279790559 1055.7391716116713 2727.5213526328648 901.59267100700583 887.02054792659078 954.36865220663663 1084.0993296023298 540.94220624328386 250.00502384075654 509.98682915665432 1038.4361553353929 957.31952045627895 945.85311676430138 437.59848189744611
 312.09125096000508 416.30532536596866 473.82031550984789 0 1216.5415636250352 974.39463606123411 919.62971730514982 236.80892622808196 1333.612978509178 1029.8281242055323 2553.8131495464504 751.76258312432412 704.55456184361401 711.32765997651074 783.05654048787369 494.12834084044869 228.79774457104634 37.289525972124487 986.96161766001512 904.84575244415123 898.37902089860677 126.95584261070276
 1071.7436729531375 1555.3060283450425 1536.4694706074022 1216.5415636250352 0 430.56772314505201 607.28323896675317 1024.3845085629187 850.41194911761033 871.0827179901562 1444.515603047103 713.27078819904636 691.70355818186044 593.60482660208777 453.56826452268007 1033.0050912766769 1381.0857395260684 1193.614123356821 818.62454674427147 832.37053323550037 844.08667363723123 1156.9026719930391
 748.53370372864981 1237.904795592822 1194.4939460073622 974.39463606123411 430.56772314505201 0 177.75601495164705 746.79051233181133 533.45253471892033 452.99956828029366 1580.6036365850537 306.2327146928497 308.62023036333665 264.12821799075533 256.64765537650987 660.14068299296628 1086.476014498573 961.99572513912494 395.87221535410231 403.0265223434568 414.61006767260767 882.01178962216579
 656.08668678970037 1132.4721237885199 1075.4388088042253 919.62971730514982 607.28323896675317 177.75601495164705 0 684.25511763530528 455.24116230284 288.71298519307646 1661.4109163444637 177.79399149279428 216.07571792708973 250.98347614234748 343.53464712367537 535.54045109451386 997.92191026607895 913.55637398157228 227.52035510907302 226.33974468933556 237.85647382026829 813.008709892468
 134.62078892547848 536.07529041935152 539.64357178585715 236.80892622808196 1024.3845085629187 746.79051233181133 684.25511763530528 0 1099.7772550996094 801.53743322799471 2325.8057333057582 515.99027060616265 469.22003095637461 484.25696679571143 576.61945316478318 297.22551812670076 357.70220833464401 234.7015882927646 755.92731394991586 675.09766208796452 669.48520506053057 137.20462982962755
 1039.6114858095725 1466.9570972962513 1383.2444279790559 1333.612978509178 850.41194911761033 533.45253471892033 455.24116230284 1099.7772550996094 0 328.55883603421449 1387.7406735444081 591.82497510436212 650.8874669956341 705.2171074501349 776.54807542792832 878.2658339511662 1367.697302776681 1333.4648857342238 354.02192128121862 438.18685425919278 447.44781057024392 1216.2408654711683
 726.50546671827158 1139.9313822462616 1055.7391716116713 1029.8281242055323 871.0827179901562 452.99956828029366 288.71298519307646 801.53743322799471 328.55883603421449 0 1697.8031428237909 333.42142306649919 400.69626994151793 495.23261595583381 622.49746958358594 557.23255125343667 1046.0670731039527 1033.6365885783448 64.491410115283927 128.65707694234118 133.11721007078259 908.27427030422427
